length of strings, compression ratio of s1, compression ratio of s2 , joint compression , Mutual compression crossed(s1:s1), Mutual compression crossed(s2:s2), Mutual compression crossed(s1:s2), Mutual compression crossed(s1:s2), s1, s2 
523,1.3632887189292544,1.3766730401529637,1.3393881453154877,2.5965583173996176,2.6290630975143405,2.6290630975143405,2.6290630975143405,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000
532,1.3665413533834587,1.3665413533834587,1.324248120300752,2.5902255639097747,2.6203007518796992,2.6203007518796992,2.6203007518796992,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010
541,1.356746765249538,1.3696857670979667,1.3391866913123844,2.5804066543438076,2.611829944547135,2.611829944547135,2.611829944547135,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111
550,1.36,1.3727272727272728,1.3318181818181818,2.5745454545454547,2.6345454545454547,2.6345454545454547,2.6345454545454547,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111
559,1.3631484794275492,1.3631484794275492,1.3389982110912344,2.5402504472271916,2.626118067978533,2.626118067978533,2.626118067978533,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010
568,1.3538732394366197,1.3661971830985915,1.3248239436619718,2.5316901408450705,2.632042253521127,2.632042253521127,2.632042253521127,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011
577,1.3604852686308493,1.3604852686308493,1.331889081455806,2.5233968804159446,2.6204506065857887,2.6204506065857887,2.6204506065857887,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101
586,1.3532423208191127,1.3668941979522184,1.3387372013651877,2.539249146757679,2.63481228668942,2.63481228668942,2.63481228668942,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001
595,1.3596638655462185,1.373109243697479,1.3319327731092436,2.581512605042017,2.635294117647059,2.635294117647059,2.635294117647059,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111
604,1.3526490066225165,1.3658940397350994,1.3253311258278146,2.596026490066225,2.622516556291391,2.622516556291391,2.622516556291391,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110
613,1.3588907014681892,1.3588907014681892,1.3189233278955954,2.531810766721044,2.6101141924959217,2.6101141924959217,2.6101141924959217,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100
622,1.3520900321543408,1.364951768488746,1.3191318327974277,2.5209003215434085,2.6109324758842445,2.6109324758842445,2.6109324758842445,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011
631,1.3454833597464342,1.358161648177496,1.3129952456418383,2.510301109350238,2.59904912836767,2.59904912836767,2.59904912836767,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001
640,1.3515625,1.3640625,1.31953125,2.525,2.575,2.575,2.575,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011
649,1.357473035439137,1.357473035439137,1.3197226502311248,2.5392912172573188,2.551617873651772,2.551617873651772,2.551617873651772,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100
658,1.351063829787234,1.3632218844984803,1.3138297872340425,2.5288753799392096,2.5410334346504557,2.5410334346504557,2.5410334346504557,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011
667,1.3448275862068966,1.3568215892053972,1.3200899550224887,2.542728635682159,2.542728635682159,2.542728635682159,2.542728635682159,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100
676,1.3505917159763314,1.3624260355029585,1.3143491124260356,2.5088757396449703,2.5562130177514795,2.5562130177514795,2.5562130177514795,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100
685,1.3445255474452555,1.3562043795620438,1.3087591240875913,2.499270072992701,2.5226277372262773,2.5226277372262773,2.5226277372262773,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000
694,1.3501440922190202,1.3501440922190202,1.3047550432276658,2.5129682997118157,2.527377521613833,2.527377521613833,2.527377521613833,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001
703,1.3442389758179232,1.3556187766714083,1.294452347083926,2.512091038406828,2.526315789473684,2.526315789473684,2.526315789473684,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001
712,1.3497191011235956,1.3609550561797752,1.303370786516854,2.460674157303371,2.5,2.5,2.5,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011
721,1.3439667128987518,1.3550624133148406,1.3120665742024966,2.482662968099861,2.496532593619972,2.496532593619972,2.496532593619972,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001
730,1.3493150684931507,1.3493150684931507,1.3020547945205478,2.506849315068493,2.5191780821917806,2.5191780821917806,2.5191780821917806,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110
739,1.3437077131258457,1.354533152909337,1.3105548037889039,2.503382949932341,2.516914749661705,2.516914749661705,2.516914749661705,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110
748,1.3489304812834224,1.3489304812834224,1.3008021390374331,2.5026737967914436,2.514705882352941,2.514705882352941,2.514705882352941,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011
757,1.3434610303830912,1.3540290620871862,1.297225891677675,2.4755614266842803,2.5244385733157197,2.5244385733157197,2.5244385733157197,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101
766,1.3381201044386424,1.3485639686684072,1.3054830287206267,2.496083550913838,2.52088772845953,2.52088772845953,2.52088772845953,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010
