length of strings, compression ratio of s1, compression ratio of s2 , joint compression , Mutual compression crossed2(s1:s1), Mutual compression crossed2(s2:s2), Mutual compression crossed2(s1:s2), Mutual compression crossed2(s2:s1), s1, s2 
523,1.3900573613766731,1.3632887189292544,1.3393881453154877,1.2868068833652007,1.3288718929254302,1.2868068833652007,1.3135755258126196,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010
532,1.3928571428571428,1.3533834586466165,1.3392857142857142,1.2838345864661653,1.3233082706766917,1.2838345864661653,1.3082706766917294,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110
541,1.3826247689463955,1.356746765249538,1.3391866913123844,1.2939001848428835,1.2902033271719038,1.2939001848428835,1.3049907578558226,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000
550,1.3854545454545455,1.3472727272727272,1.339090909090909,1.290909090909091,1.2854545454545454,1.3054545454545454,1.3145454545454545,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111
559,1.3756708407871199,1.3506261180679786,1.3246869409660107,1.2862254025044724,1.29695885509839,1.3148479427549196,1.3255813953488371,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100
568,1.3820422535211268,1.341549295774648,1.3318661971830985,1.2816901408450705,1.2922535211267605,1.3098591549295775,1.3345070422535212,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010
577,1.3743500866551126,1.3448873483535528,1.331889081455806,1.2894280762564991,1.3032928942807627,1.2894280762564991,1.317157712305026,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101
586,1.3805460750853242,1.3532423208191127,1.3455631399317407,1.2832764505119454,1.2969283276450512,1.2969283276450512,1.310580204778157,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000
595,1.373109243697479,1.346218487394958,1.3252100840336134,1.2907563025210085,1.304201680672269,1.2773109243697478,1.304201680672269,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010
604,1.3791390728476822,1.3526490066225165,1.3319536423841059,1.2582781456953642,1.271523178807947,1.271523178807947,1.3112582781456954,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111
613,1.3719412724306688,1.3458401305057097,1.331973898858075,1.2528548123980423,1.2920065252854813,1.2789559543230016,1.3050570962479608,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001
622,1.364951768488746,1.3520900321543408,1.3191318327974277,1.2604501607717042,1.2861736334405145,1.2733118971061093,1.3118971061093248,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000
631,1.3708399366085577,1.3454833597464342,1.3256735340729002,1.255150554675119,1.2805071315372425,1.2805071315372425,1.305863708399366,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110
640,1.3765625,1.3515625,1.32578125,1.2375,1.275,1.2625,1.3,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110
649,1.3697996918335902,1.345146379044684,1.3073959938366717,1.2449922958397535,1.2819722650231125,1.2696456086286594,1.2696456086286594,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111
658,1.3632218844984803,1.351063829787234,1.3138297872340425,1.2401215805471124,1.2765957446808511,1.2644376899696048,1.2765957446808511,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100
667,1.368815592203898,1.3568215892053972,1.3140929535232384,1.2353823088455773,1.2593703148425788,1.247376311844078,1.2713643178410794,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000
676,1.3742603550295858,1.3505917159763314,1.308431952662722,1.2307692307692308,1.2544378698224852,1.2544378698224852,1.2662721893491125,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101
685,1.3678832116788322,1.3562043795620438,1.3087591240875913,1.2262773722627738,1.272992700729927,1.2496350364963504,1.2846715328467153,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111
694,1.3731988472622478,1.3501440922190202,1.3177233429394812,1.2334293948126802,1.2708933717579252,1.260806916426513,1.2564841498559078,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101
703,1.3669985775248934,1.3556187766714083,1.294452347083926,1.2460881934566146,1.2702702702702702,1.271692745376956,1.2446657183499288,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010
712,1.372191011235955,1.3497191011235956,1.309691011235955,1.2331460674157304,1.2682584269662922,1.271067415730337,1.2556179775280898,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101
721,1.3661581137309293,1.3550624133148406,1.3120665742024966,1.2316227461858529,1.2427184466019416,1.2565880721220528,1.2552011095700417,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000
730,1.3712328767123287,1.3602739726027397,1.3143835616438355,1.2315068493150685,1.2424657534246575,1.2438356164383562,1.2671232876712328,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110
739,1.3653585926928282,1.354533152909337,1.30446549391069,1.2300405953991882,1.2408660351826792,1.2422192151556157,1.2652232746955345,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100
748,1.3703208556149733,1.3596256684491979,1.3188502673796791,1.2299465240641712,1.2526737967914439,1.2419786096256684,1.2767379679144386,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001
757,1.3645970937912815,1.3540290620871862,1.309114927344782,1.2404227212681638,1.2509907529722588,1.2760898282694848,1.274768824306473,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101
766,1.3694516971279374,1.3590078328981723,1.3054830287206267,1.2402088772845954,1.2741514360313315,1.2754569190600522,1.2741514360313315,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000
